application,library,device,os,user_agent_string,certificate_authority,ja4_fingerprint,ja4_fingerprint_string,ja4s_fingerprint,ja4h_fingerprint,ja4x_fingerprint,ja4t_fingerprint
Chrome 62.0 ,,,OS X Catalina ,,,t12d1211h2_d34a8e72043a_eb7c9aabf852,"t12d1211h2_002f,0035,009c,009d,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,0023,7550,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn12enus_ad882a605d93_000000000000_000000000000,,
Chrome 109.0 ,,,OS X Big Sur ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Chrome 101.0 ,,,OS X Sonoma ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Chrome 103.0 ,,,Windows 8 .1,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Chrome 121.0 ,,,OS X Ventura ,,,t13d1516h2_8daaf6152771_02713d6af862,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,001b,0023,002b,002d,0033,4469,fe0d,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Firefox 102.0 ,,,Windows 11 ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Chrome 66.0 ,,,OS X Mavericks ,,,t12d1211h2_d34a8e72043a_eb7c9aabf852,"t12d1211h2_002f,0035,009c,009d,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,0023,7550,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn12enus_ad882a605d93_000000000000_000000000000,,
Chrome 89.0 ,,,OS X Monterey ,,,t13d1515h2_8daaf6152771_de4a06bb82e3,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn16enus_87294dd8e930_000000000000_000000000000,,
Firefox 102.0 ,,,OS X Sonoma ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Firefox 81.0 ,,,Windows 10 ,,,t13d1714h2_5b57614c22b0_d267a5f792d4,"t13d1714h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Firefox 85.0 ,,,OS X High Sierra ,,,t13d1714h2_5b57614c22b0_d267a5f792d4,"t13d1714h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
,,,,http.rb/5.1.1 (Mastodon/4.2.9; +https://social.nicholasolson.dev/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
Edge 115.0 ,,,Windows 10 ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",,t13d1516h2_8daaf6152771_02713d6af862,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,001b,0023,002b,002d,0033,4469,fe0d,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11cn19enus_f2808f0d04cf_9a10d4221160_8ea9c0ff6e23,,
Edge 107.0 ,,,Windows 10 ,,,t13d1616h2_e72c3b3287f1_e5627efa2ab1,"t13d1616h2_002f,0035,009c,009d,1301,1302,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Chrome 86.0 ,,,Windows 7 ,,,t13d1515h2_8daaf6152771_de4a06bb82e3,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn16enus_87294dd8e930_000000000000_000000000000,,
Chrome 36.0 ,,,OS X Mojave ,,,t12d1311sp_a571d07754c8_06a4338d0495,"t12d1311sp_002f,0032,0033,0035,0039,009c,009e,c009,c00a,c013,c014,c02b,c02f_0005,000a,000b,000d,0012,0023,3374,7550,ff01_0401,0501,0201,0403,0503,0203,0402,0202",,ge11nn11enus_fad376c0528a_000000000000_000000000000,,
Firefox 115.0 ,,,Windows 7 ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Samsung Internet ,,Samsung Galaxy S20 Ultra,android 10 .0,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Chrome 73.0 ,,,Windows 7 ,,,t13d1515h2_8daaf6152771_45f260be83e2,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn12enus_ad882a605d93_000000000000_000000000000,,
Firefox 112.0 ,,,OS X Monterey ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Firefox 69.0 ,,,Windows 10 ,,,t13d1714h2_95e1cefdbe28_d267a5f792d4,"t13d1714h2_002f,0033,0035,0039,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Edge 99.0 ,,,OS X Sierra ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Firefox 92.0 ,,,OS X Sonoma ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
,,,,http.rb/5.1.1 (Mastodon/4.2.9; +https://seocommunity.social/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
Chrome ,,Huawei P30,android 9 .0,,,t13d1517h2_8daaf6152771_b1ff8ab2d16f,"t13d1517h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,fe0d,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
,,,,http.rb/5.1.1 (Mastodon/4.1.15; +https://mastodon.cloud/) Bot,,t12d270700_a2460661a67a_a8cc486ca5dc,"t12d270700_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0016,0017,0023_0601,0602,0603,0501,0502,0503,0401,0402,0403,0301,0302,0303,0201,0202,0203",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
Chrome 69.0 ,,,OS X Catalina ,,,t12d1212h2_d34a8e72043a_b00751acaffa,"t12d1212h2_002f,0035,009c,009d,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,001b,0023,7550,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn12enus_ad882a605d93_000000000000_000000000000,,
Firefox 82.0 ,,,OS X Monterey ,,,t13d1714h2_5b57614c22b0_d267a5f792d4,"t13d1714h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Firefox 55.0 ,,,Windows 7 ,,,t12d1409h2_c877c20a043a_e70312a1ce2c,"t12d1409h2_002f,0033,0035,0039,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0017,0023,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Chrome 44.0 ,,,OS X Snow Leopard ,,,t12d1211ht_39b11509324c_c905abbc9856,"t12d1211ht_002f,0033,0035,0039,009c,009e,c009,c00a,c013,c014,c02b,c02f_0005,000a,000b,000d,0012,0017,0023,3374,7550_0601,0603,0501,0503,0401,0403,0301,0303,0201,0203",,ge11nn12enus_4bfab9adadac_000000000000_000000000000,,
Chrome 31.0 ,,,OS X Sierra ,,,t12d1309sp_a571d07754c8_6bdcaa414218,"t12d1309sp_002f,0032,0033,0035,0039,009c,009e,c009,c00a,c013,c014,c02b,c02f_000a,000b,000d,0023,3374,754f,ff01_0401,0501,0201,0403,0503,0203,0402,0202",,ge11nn11enus_fad376c0528a_000000000000_000000000000,,
Firefox 88.0 ,,,OS X Sonoma ,,,t13d1714h2_5b57614c22b0_d267a5f792d4,"t13d1714h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Edge 87.0 ,,,OS X Monterey ,,,t13d1515h2_8daaf6152771_de4a06bb82e3,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn16enus_87294dd8e930_000000000000_000000000000,,
Firefox 81.0 ,,,Windows 7 ,,,t13d1714h2_5b57614c22b0_d267a5f792d4,"t13d1714h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Chrome 94.0 ,,,OS X Catalina ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Chrome 41.0 ,,,OS X High Sierra ,,,t12d1211ht_39b11509324c_c905abbc9856,"t12d1211ht_002f,0033,0035,0039,009c,009e,c009,c00a,c013,c014,c02b,c02f_0005,000a,000b,000d,0012,0017,0023,3374,7550_0601,0603,0501,0503,0401,0403,0301,0303,0201,0203",,ge11nn11enus_fad376c0528a_000000000000_000000000000,,
Chrome 102.0 ,,,OS X Sierra ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
,,,,http.rb/5.1.1 (Mastodon/4.2.3; +https://flashist.video/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
Chrome 78.0 ,,,OS X Sonoma ,,,t13d1515h2_8daaf6152771_45f260be83e2,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn15enus_2efb8e72dcaa_000000000000_000000000000,,
Edge 83.0 ,,,OS X Ventura ,,,t13d1515h2_8daaf6152771_de4a06bb82e3,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn16enus_87294dd8e930_000000000000_000000000000,,
Firefox 94.0 ,,,OS X Monterey ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Firefox 111.0 ,,,Windows 10 ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Chrome 121.0 ,,,OS X Big Sur ,,,t13d1516h2_8daaf6152771_02713d6af862,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,001b,0023,002b,002d,0033,4469,fe0d,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Chrome 89.0 ,,,OS X Sierra ,,,t13d1515h2_8daaf6152771_de4a06bb82e3,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn16enus_87294dd8e930_000000000000_000000000000,,
Chrome 41.0 ,,,Windows 8 ,,,t12d1211ht_39b11509324c_c905abbc9856,"t12d1211ht_002f,0033,0035,0039,009c,009e,c009,c00a,c013,c014,c02b,c02f_0005,000a,000b,000d,0012,0017,0023,3374,7550_0601,0603,0501,0503,0401,0403,0301,0303,0201,0203",,ge11nn11enus_fad376c0528a_000000000000_000000000000,,
Firefox 119.0 ,,,OS X Catalina ,,,t13d1715h2_5b57614c22b0_5c2c66f702b0,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0017,001c,0022,0023,002b,002d,0033,fe0d,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Firefox 118.0 ,,,Windows 10 ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Chrome 119.0 ,,,OS X Sonoma ,,,t13d1517h2_8daaf6152771_b1ff8ab2d16f,"t13d1517h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,fe0d,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Chrome 43.0 ,,,Windows 8 ,,,t12d1211ht_39b11509324c_c905abbc9856,"t12d1211ht_002f,0033,0035,0039,009c,009e,c009,c00a,c013,c014,c02b,c02f_0005,000a,000b,000d,0012,0017,0023,3374,7550_0601,0603,0501,0503,0401,0403,0301,0303,0201,0203",,ge11nn11enus_fad376c0528a_000000000000_000000000000,,
,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",,t13d1517h2_8daaf6152771_e903c750b005,"t13d1517h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,001b,0023,0029,002b,002d,0033,4469,fe0d,ff01",,ge11cr19enus_f2808f0d04cf_9a10d4221160_c82f9f0b7ee1,,
Chrome ,,iPad Pro 12,ios 14 .0,,,t13d2313h2_24fc43eb1c96_845d286b0d67,"t13d2313h2_002f,0035,003c,003d,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,002b,002d,0033,ff01_0403,0804,0401,0503,0203,0805,0805,0501,0806,0601,0201",,ge11nn11enus_bf42243f6500_000000000000_000000000000,,
Chrome 119.0 ,,,OS X Monterey ,,,t13d1516h2_8daaf6152771_02713d6af862,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,001b,0023,002b,002d,0033,4469,fe0d,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Firefox 91.0 ,,,Windows 8 .1,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Firefox 89.0 ,,,OS X Ventura ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Firefox 110.0 ,,,OS X Big Sur ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Chrome 57.0 ,,,OS X El Capitan ,,,t12d1211h2_d34a8e72043a_eb7c9aabf852,"t12d1211h2_002f,0035,009c,009d,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,0023,7550,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn12enus_ad882a605d93_000000000000_000000000000,,
Firefox 76.0 ,,,OS X Yosemite ,,,t13d1714h2_95e1cefdbe28_d267a5f792d4,"t13d1714h2_002f,0033,0035,0039,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Edge 92.0 ,,,OS X Sierra ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn18enus_010ca9f6ee2b_000000000000_000000000000,,
Chrome 59.0 ,,,OS X Mojave ,,,t12d1211h2_d34a8e72043a_eb7c9aabf852,"t12d1211h2_002f,0035,009c,009d,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,0023,7550,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn12enus_ad882a605d93_000000000000_000000000000,,
Chrome 88.0 ,,,OS X Sonoma ,,,t13d1515h2_8daaf6152771_de4a06bb82e3,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn16enus_87294dd8e930_000000000000_000000000000,,
,,,,http.rb/5.1.1 (Mastodon/4.2.9; +https://dice.camp/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
Firefox 67.0 ,,,OS X Catalina ,,,t13d1714h2_95e1cefdbe28_d267a5f792d4,"t13d1714h2_002f,0033,0035,0039,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
,,,,http.rb/5.1.1 (Mastodon/4.2.9; +https://qaf.men/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
